Genre,Rating,from,times,to
ic_het,R,Грегори Гойл,1.0,Мариэтта Эджком
ic_het,PG-13,Петунья Дурсль,1.0,Ремус Люпин
ic_slash,R,Абракхас Малфой,1.0,Том Реддл
ic_het,R,Луна Лавгуд,1.0,Сириус Блэк III
ic_femslash,PG-13,!Драко Малфой,1.0,Гарри Поттер
ic_slash,NC-17,?,1.0,ГП
ic_slash,R,Локи,1.0,попаданец!Питер Паркер
ic_mixed,PG-13,Кудесница,1.0,Молодость
ic_mixed,PG-13,Потерянная Святость,1.0,Шалунишка
ic_mixed,PG-13,Наркоман,1.0,Окоченевший Странник
ic_het,PG-13,Дафна Гринграсс,1.0,Маркус Флинт
ic_het,NC-17,Драко Малфой,1.0,и там дальше по канону
ic_het,G,Минерва Макгонагалл,2.0,Филиус Флитвик
ic_mixed,PG-13,Волан-де-Морт,1.0,Гермиона Грейнджер
ic_het,R,fem!Гарри Поттер,2.0,Люциус Малфой
ic_slash,NC-17,!Гарри Поттер,1.0,!Драко Малфой
ic_slash,G,Изуку Мидория,1.0,Шото Тодороки
ic_slash,PG-13,Новый Персонаж,1.0,Темный Лорд
ic_het,PG-13,Гермиона Грейнджер,3.0,Скорпиус Малфой
ic_het,PG-13,Беллатриса Лестрейндж,1.0,Скорпиус Малфой
ic_mixed,PG-13,Джинни Уизли,1.0,Рон Уизли
ic_slash,R,Гарри Поттер,2.0,Джейкоб Блэк
ic_slash,R,Гермиона Грейнджер,1.0,фоном!Виктор Крам
ic_slash,R,Драко Малфой,1.0,Эдвард Каллен
ic_slash,R,Изабелла Свон,1.0,Рон Уизли
ic_gen,G,Гарри Поттер,1.0,Ромильда Вейн
ic_gen,G,Невилл Лонгботтом,3.0,Ханна Аббот
ic_het,G,Гермиона Гренджер,1.0,Драко Малфой
ic_het,R,Беллатрикс,1.0,Невилл
ic_het,NC-21,Беллатриса Лестрейндж,1.0,Сириус Блэк III
ic_het,R,Джинни Уизли,1.0,Фред Уизли
ic_het,R,Беллатриса,1.0,Гарри Поттер
ic_slash,R,Гарри Поттер,1.0,Ди
ic_gen,PG-13,Батильда Бэгшот,1.0,Слизерин
ic_gen,PG-13,Снейп,1.0,царевна-лягушка
ic_femslash,PG-13,Гермиона Грейнджер,1.0,Чжоу
ic_gen,G,Джуди Тайлер,1.0,Сириус Блэк
ic_mixed,G,Джордж,1.0,Фред
ic_slash,NC-17,ГП; НМП,1.0,ДМ
ic_het,PG-13,Ли Чжухон,1.0,ОЖП
ic_het,PG-13,Ли Минхёк,1.0,ОЖП
ic_slash,R,Питер Петтигрю,1.0,Сириус Блэк III
ic_het,G,Женщина заключённая,1.0,дементор
ic_het,G,???,1.0,Гермиона Грейнджер
ic_mixed,NC-17,гермиона грейнджер,1.0,драко малфой
ic_het,PG-13,fem!Гарри Поттер,1.0,Рон Уизли
ic_gen,PG-13,Едлин Джонсон,1.0,Сириус Блэк III
ic_het,PG-13,Лили,1.0,Хьюго
ic_het,R,Гермиона Грейнджер,2.0,Ньют
ic_gen,G,Микроб,1.0,фикбук
ic_slash,NC-17,Гарри Поттер,1.0,Даррэн Эллохар
ic_slash,NC-17,Драко Малфой,1.0,Юрао Найтес
ic_het,PG-13,Аннабет Чейз,2.0,Перси Джексон
ic_het,PG-13,Гарри и остальные,1.0,Мара
ic_femslash,NC-17,ОЖП,1.0,Панси Паркинсон
ic_femslash,NC-17,Гермиона Грейнджер,3.0,ОЖП
ic_femslash,NC-17,Гарри Поттер,1.0,Луна Лавгуд
ic_femslash,NC-17,Анджелина Джонсон,1.0,Драко Малфой
ic_het,R,Дафна Гринграсс,1.0,Люциус Малфой
ic_slash,R,Рон Уизли,1.0,Фенрир Сивый
ic_het,G, ОЖП,1.0,Том Марволо Реддл 
ic_het,NC-17, Том Риддл,1.0,Гермиона Грейнджер
ic_slash,NC-17,adult!Гарри Поттер,1.0,Северус Снейп
ic_slash,NC-17,adult!Гарри Поттер,1.0,de-aged!Том Марволо Риддл
ic_het,PG-13,Лидия Мартин,4.0,Стайлз Стилински
ic_gen,PG-13, ОМП,1.0,Ожп
ic_het,R, Нарцисса Малфой,1.0,Сириус Блэк 
ic_het,R,Гермиона Грейнджер,1.0,Джон Блум
ic_het,R,Дейенерис Таргариен,1.0,Чарли Уизли
ic_het,PG-13,Виктор,1.0,Грета Поттер
ic_slash,R,young!Альбус Дамблдор,1.0,Ньют Скамандер
ic_mixed,G,Смерть,1.0,фем Гарри Поттер
ic_het,PG-13,Гарри Поттер,1.0,Слизеринка
ic_slash,NC-17,Лёша,1.0,Матвей
ic_het,PG-13,Роза Уизли,1.0,Сириус Блэк III
ic_het,R,Беллатрикс Лестрейндж,2.0,Родольфус Лестрейндж
ic_slash,R,Драрри-мама,1.0,Зинулька Гвоздева
ic_het,NC-17,ОЖП,1.0,Скорпиус
ic_het,PG-13,ОМП,1.0,Роза Уизли
ic_slash,R,альфа!Джеймс Сириус Поттер,1.0,омега!Гарри Поттер
ic_slash,R,альфа!Том Марволо Реддл,1.0,омега!Гарри Поттер
ic_other,R,Луна Лавгуд,1.0,Луна Лавгуд
ic_het,G,Драко Малфой,1.0,Эльвина
ic_het,R,Волан-де-Морт,1.0,Гермиона Грейнжер
ic_het,PG-13,Нимфадора Тонкс,1.0,Ремус Люпин 
ic_het,R,Нарцисса Малфой,1.0,Фред Уизли
ic_slash,NC-17,Лили Поттер,1.0,ОЖП
ic_het,R,Геллерт Гриндевальд,1.0,Элен Малфой
ic_slash,R,Ремус Люпин; Джеймс Поттер; Питер Петтигрю,1.0,Сириус Блэк
ic_gen,G,Ремус Люпин,1.0,намек на Северус Снейп
ic_slash,NC-21,Драко Малфой,1.0,Симус Финниган
ic_slash,NC-21,Драко Малфой,1.0,Невилл Лонгботтом
ic_slash,R,Альфард Блэк,2.0,Эван Розье
ic_femslash,PG-13,Луна Лавгуд,1.0,Флер Делакур
ic_mixed,PG-13,Марлен,1.0,основной - односторонний Сириус
ic_slash,R,Маркус Флинт,1.0,Перси Узли
ic_slash,R,ДМ,1.0,НЛ
ic_het,NC-17,Глеб,1.0,Таня
ic_femslash,NC-17,ГП,1.0,СС
ic_gen,NC-17,Беллатриса Блэк,1.0,Гермиона Грейнджер
ic_gen,G,Кэтрин Хоутон Беккет,1.0,Ричард Эдгар Касл
ic_slash,NC-17,Салазар Слизерин,1.0,Том Марволо Реддл
ic_slash,R,Илья Кутепов,2.0,Роман Зобнин
ic_slash,R,Артем Дзюба,2.0,Игорь Акинфеев
ic_het,R,Какаши Хатаке,2.0,Сакура Харуно
ic_femslash,R,fem!Гарри Поттер,1.0,Луна Лавгуд
ic_slash,NC-17,Рубеус Хагрид,1.0,Филиус Флитвик
ic_het,R,Драко Малфой,1.0,Мариша
ic_het,R,Гарри Поттер,1.0,Кэтрин
ic_het,R,Кэролайн ,1.0,Седрик Диггори
ic_slash,NC-17, Драко,1.0,Гарри 
ic_het,PG-13,Долорес Амбридж,1.0,Ремус Люпин
ic_het,PG-13,Дин,1.0,фем Гарри
ic_slash,NC-17,Гермиона Грейнджер,1.0,Дафна Гринграсс
ic_slash,NC-17,Питер Петтигрю,1.0,Сириус Блэк III
ic_het,NC-17,Блейз,1.0,Гермиона Грейнджер
ic_femslash,NC-17,Александра «Алекс» Дэнверс,1.0,ОЖП
ic_femslash,NC-17,ОМП,1.0,"Уинслоу ""Уинн"" Шотт-младший"
ic_het,R,Гермиона и другие,1.0,Драко Малфой
ic_het,R,Алекто Кэрроу,1.0,Амикус Кэрроу
ic_gen,R,Ариана Дамблдор,1.0,ОМП
ic_het,PG-13, X,1.0,Гермиона 
ic_het,R,Кэтрин Кайл,1.0,Том Марволо Реддл
ic_mixed,NC-21,Гарри Поттер,1.0,Нимфадора Тонкс
ic_mixed,NC-21,Гарри Поттер,1.0,Флёр Делакур
ic_mixed,NC-21,Гарри Поттер,1.0,Дафна Гринграсс
ic_mixed,NC-21,Гарри Поттер,2.0,Луна Лавгуд
ic_mixed,NC-21,Гермиона Грейнджер,1.0,Джинни Уизли
ic_mixed,R,Гермиона Грейнджер,1.0,намек на Драко
ic_het,PG-13,Грегори Гойл,1.0,Парвати Патил
ic_het,PG-13,Гарри Поттер,1.0,Ханна Аббот
ic_het,NC-17,ОМП,2.0,Полумна Лавгуд
ic_het,NC-17,Джинни Уизли,1.0,Темный Лорд
ic_femslash,R,Беллатриса Лестрейндж,1.0,ОЖП
ic_slash,PG-13,Ли Джено,1.0,На Джемин
ic_het,PG-13,джеймс,1.0,лили - осн.
ic_gen,PG-13,Алиса Найтли,1.0,Билл Уизли
ic_het,PG-13,Близнецы,1.0,ОЖП
ic_het,NC-17,ГГ,1.0,ФУ
ic_mixed,R,Антонин Долохов,1.0,Нимфадора Тонкс
ic_mixed,R,Друэлла Блэк,1.0,Люциус Малфой
ic_mixed,R,Друэлла Блэк,1.0,Нарцисса Малфой
ic_slash,PG-13, Рон Уизли,1.0,Чарли Уизли 
ic_het,PG-13,fem!Гарри Поттер,1.0,Майкрофт Холмс
ic_gen,G,Полумна,1.0,Рольф
ic_slash,NC-17,Альбус Северус Поттер,1.0,Рон Уизли
ic_slash,NC-17,Астория Гринграсс,2.0,Драко Малфой
ic_slash,NC-17,Седрик Диггори,1.0,Том Марволо Реддл
ic_slash,NC-17,Джеймс Поттер,1.0,Кингсли Шеклболт
ic_het,R,ОЖП,1.0,намёк Седрик Диггори
ic_het,R,Драко Малфой,1.0,ОЖП намёк
ic_het,G,Джили: Джеймс Поттер,1.0,Лили Эванс
ic_slash,NC-21,Люциус,1.0,Снейп
ic_slash,NC-17,Люциус Малфой,1.0,Рубиус Хагрид
ic_gen,PG-13,Гермиона Грейнджер,1.0,ТЛ.
ic_het,R,Виолетта Кастильо,1.0,Федерико Гонсалес
ic_gen,G, Беллатриса,1.0,Волан-де-Морт
ic_het,PG-13,Антонин Долохов,1.0,Луна Лавгуд
ic_het,PG-13,АУ,1.0,МолУ
ic_het,R,Алиса,1.0,Сириус
ic_het,G,fem!Гарри Поттер,1.0,Фред Уизли
ic_mixed,NC-17,?,1.0,ГГ
ic_het,PG-13,Марлин,1.0,Регулус
ic_mixed,PG-13,Гарри Поттер,1.0,Том Риддл 
ic_het,PG-13, Эмма Ванити,1.0,Сириус Блэк
ic_slash,NC-17,Волан-де-Морт,5.0,Гарри Поттер
ic_het,PG-13,Арагорн,2.0,Арвен Ундомиэль
ic_het,NC-17,Адель Малфой,1.0,Гермиона Грейнджер\Драко Малфой
ic_mixed,R,ГП,2.0,СС
ic_slash,PG-13,Грегори Лестрейд,2.0,Майкрофт Холмс
ic_het,R,Беллатрикс Блэк,2.0,Сириус Блэк
ic_slash,R,Северус Снейп,1.0,Шота Айзава
ic_het,NC-17,Амелия Боунс,4.0,Сириус Блэк III
ic_slash,R,Римус Люпин.,1.0,Сириус Блэк
ic_mixed,PG-13,Гермиона Грейнджер,1.0,Дин Винчестер
ic_het,PG-13,Драко Малфой,1.0,ОМП
ic_slash,NC-17,Ваня Светло,1.0,Марк Маркул
ic_slash,NC-17,Дарио Виейра,1.0,Марк Маркул
ic_slash,NC-17,Ваня Светло,1.0,Дарио Виейра
ic_slash,NC-17,Иван Евстигнеев,1.0,Мирон Фёдоров
ic_slash,NC-17,Роман Худяков,1.0,Степан Карма
ic_het,PG-13,Александр,1.0,Рэйвен
ic_gen,G,Из явных пейрингов - Вернон,1.0,Петуния
ic_femslash,PG-13,ОЖП,1.0,Панси Паркинсон
ic_het,PG-13,Лили,1.0,Ремус
ic_het,R,Тобиас Снейп,2.0,Эйлин Принц
ic_het,R,Гермиона Грейнджер,1.0,Теон Грейджой
ic_slash,PG-13,Дорея Поттер,1.0,Карлус Поттер
ic_het,PG-13, НЖП,1.0,Драко Малфой 
ic_het,NC-17,Дафна Гринграсс,3.0,Драко Малфой
ic_femslash,NC-17,альфа!Юдзу Айхара,1.0,бета!Мэй Айхара
ic_femslash,NC-17,альфа!Мицуко Танигучи,1.0,омега!Кайо Марута
ic_femslash,NC-17,альфа!Мацури Мизусава,1.0,бета!Харуми Танигучи
ic_femslash,NC-17,альфа!Невилл Лонгботтом,1.0,бета!Гермиона Грейнджер
ic_femslash,NC-17,альфа!Гарри Поттер,1.0,омега!Лаванда Браун
ic_femslash,NC-17,альфа!Луна Лавгуд,1.0,омега!Чжоу Чанг
ic_femslash,NC-17,альфа!Ширахо Сузуран,1.0,омега!Нэнэ Номура
ic_femslash,NC-17,альфа!Нина Тачибана,1.0,бета!Сара Тачибана
ic_het,R,Невилл Долгопупс,2.0,Полумна Лавгуд 
ic_het,PG-13,Наташа Романофф,1.0,Темирхан
ic_het,PG-13,Арсений Могилёв,1.0,Оксана Грачева
ic_mixed,NC-17,Мноогие персонажи Сильма.Участники из ГП раскроются по ходу повествования. Руссингон.Тургон,1.0,Финрод.И мнооогое.
ic_het,PG-13,Беллатрикс Лестрейндж,1.0,Люциус Малфой
ic_gen,NC-17,Волан де Морт,1.0,Гермиона Грейнджер
ic_het,PG-13,Лаванда,1.0,Перси
ic_slash,R,Мирон Фёдоров,2.0,Слава Карелин
ic_het,NC-17,Люпин,1.0,Тонкс
ic_het,R,Данила Кашин,1.0,Лиза Неред
ic_het,R,Данила Кашин,1.0,Лера Мидлер
ic_het,R,Андрей Смирнов,1.0,Лиза Неред
ic_het,R,Николай Соболев,1.0,Полина Чистякова
ic_het,R,Ильдар Хабибуллин,1.0,Полина Чистякова
ic_het,R,Анастасия Шпагина,1.0,Руслан Тушенцов
ic_het,R,Руслан Тушенцов,1.0,Юлий Онешко
ic_het,R,Мирна Каплан,1.0,Юлий Онешко
ic_het,R,Дарья Зарыковская,1.0,ОМП
ic_het,R,Евгений Баженов,1.0,Екатерина Трофимова
ic_het,R, ? ; остальные отношения по канону .,1.0,ОЖП
ic_slash,NC-17,Гарри Поттер,1.0,Том Реддл-ст.
ic_het,NC-17,Геллерт Гриндельвальд,4.0,Гермиона Грейнджер
ic_het,NC-17,Люциус Малфой,1.0,Минерва Макгонагалл
ic_slash,NC-17,ГП,1.0,СМ
ic_het,PG-13,Алиса Долгопупс,1.0,Фрэнк Лонгботтом
ic_gen,R,Дорея Поттер,2.0,Карлус Поттер
ic_slash,G,Чонгук,1.0,Юнги
ic_mixed,NC-21,Астория Гринграсс,1.0,Драко Малфой
ic_het,R,Доминик Уизли,1.0,Тедди Люпин 
ic_gen,G,Драко Малфой,1.0,Северус Снейп
ic_slash,NC-17,Драко Малфой,2.0,Невилл
ic_het,R,Вэлери Вуд,2.0,Гарри Поттер
ic_het,PG-13,George,1.0,You
ic_het,G,Беллатриса Лестрейндж,1.0,Лорд Волдеморт
ic_het,G,fem!Гарри Поттер,1.0,Джордж Уизли
ic_femslash,PG-13,Нимфадора Тонкс,1.0,Флёр Делакур
ic_femslash,PG-13,Лаванда Браун,2.0,Парвати Патил
ic_het,R,Драко Малфой,3.0,Люси Хартфилия
ic_het,R,Гермиона Грейнджер,2.0,Нацу Драгнил
ic_het,R,Грей Фуллбастер,1.0,Полумна Лавгуд
ic_het,R,Гарри Поттер,1.0,Эрза Скарлет
ic_slash,NC-17,Антон Шастун,1.0,Арсений Попов 
ic_slash,NC-17,Арсений Попов ,1.0,Сергей Матвиенко
ic_slash,NC-17,ГП,1.0,Хантер
ic_het,R,Аурен,1.0,Саурон
ic_het,PG-13,Джеймс С. Поттер,1.0,Роуз Уизли
ic_article,PG-13,Коул Тернер,1.0,Фиби Холливелл
ic_article,PG-13,Лео Уайат,1.0,Пайпер Холливелл
ic_article,PG-13,Генри Митчелл,1.0,Пейдж Мэтьюс
ic_article,PG-13,Купидон,1.0,Фиби Холливелл
ic_article,PG-13,Дэн Гордон,1.0,Пайпер Холливелл
ic_slash,G,ОМП,1.0,Том Марволо Реддл
ic_het,PG-13,Деймон Сальваторе,2.0,Лили Полумна Поттер
ic_het,PG-13,Кэролайн Форбс,1.0,Стефан Сальваторе
ic_het,PG-13,Бонни Беннет,1.0,Лорензо Сент-Джон
ic_het,PG-13,Кларисса Ла Ру,1.0,Теодор Нотт
ic_het,G,Драко Малфой,1.0,Непета
ic_het,NC-17,Роза,2.0,Скорпиус
ic_het,PG-13,Атос,1.0,ОЖП
ic_het,R,Нимфадора Тонкс,1.0,Северус Снейп
ic_gen,PG-13,Джувия Локсар,1.0,Зереф Драгнил
ic_gen,PG-13,Гарри Поттер,1.0,Эрза Скарлет
ic_gen,G,Гарри Поттер,1.0,Геллерт
ic_het,R,dark!Северус Снейп,1.0,fem!Гарри Поттер
ic_slash,G,Драко Малфой,1.0,ОМП
ic_femslash,G,Джинни Уизли,1.0,Падма Патил
ic_het,G,Доркас Медоуз,1.0,Сириус Блэк
ic_slash,PG-13,Лорд,1.0,Снейп
ic_gen,G,Джон Хэмиш Ватсон,1.0,Шерлок Холмс
ic_gen,G,Гарри Поттер,1.0,Майкрофт Холмс
ic_slash,NC-17,vampire!Гарри Поттер,1.0,Северус Снейп
ic_slash,R, Гарри Поттер,1.0,Северус Снейп \
ic_het,PG-13,Гарри Поттер,2.0,Лили Поттер
ic_het,G,Марлин МакКиннон.,1.0,Сириус Блэк
ic_slash,NC-17,Джеймс Поттер,2.0,Люциус Малфой
ic_gen,PG-13,Клайд,1.0,Скорпиус
ic_gen,NC-17,ОМП,1.0,Элоиза
ic_het,NC-17,fem!Гарри Поттер,1.0,male!Тони Старк
ic_het,NC-17,альфа!Тони Старк,1.0,омега!Гарри Поттер
ic_het,PG-13,Беллатриса Лестрейндж и все-все-все,1.0,Том Реддл
ic_het,NC-17,Нарцисса Малфой,1.0,Уолден Макнейр
ic_het,R,fem!Гарри Поттер,1.0,Гарри Харт
ic_het,PG-13,Волан-де-Морт,1.0,Минерва Макгонагалл
ic_slash,NC-17,Гарри Поттер.,1.0,Люциус Малфой
ic_slash,NC-17,Астория Гринграсс,1.0,ОЖП
ic_slash,PG-13,Северус Снейп,1.0,Чарли Уизли
ic_het,PG-13,Реджина Миллс,1.0,Северус Снейп
ic_het,PG-13,Все-персонажи-мужского-пола-принимающие-участие-в-фике.,1.0,Мэрисья
ic_slash,PG-13,Джеймс Мориарти,1.0,Драко Малфой
ic_gen,R,Луна Лавгуд,1.0,Себастьян(ОМП)
ic_gen,R,Габриэль (Гарри) Джеймс Поттер,1.0,Парвати Патил
ic_gen,R,Габриэла (Габриэль) Делакур,1.0,Драко Малфой
ic_gen,R,Невилл Лонгботтом,1.0,Падма Патил
ic_gen,R,Нимфадора Тонкс (Блэк),1.0,Седрик Диггори
ic_mixed,PG-13,fem!Невилл Долгопупс,1.0,Полумна Лавгуд
ic_mixed,PG-13,adult!Наташа Романофф,1.0,Баки Барнс
ic_het,R,fem!Гарри Поттер,1.0,Альфард Блэк
ic_het,R,fem!Гарри Поттер,1.0,Лестрейндж-старший
ic_het,PG-13,Барти Крауч-старший,1.0,Маргарет
ic_het,R,Аластор Грюм,1.0,Миллисента Багнолд
ic_het,R,Гермиона Грейнджер,2.0,Том Реддл-ст.
ic_gen,R, как пойдет,1.0,ГГ
ic_slash,NC-17,!Джеймс Сириус Поттер,1.0,!Скорпиус Малфой
ic_slash,NC-17,Джинни Уизли,1.0,Полумна Лавгуд
ic_het,G,Джейн-Мишель Ван дер Вейден,1.0,незнакомец
ic_het,PG-13,«Грейс,1.0,Драко»
ic_slash,NC-17,Гарри Поттер,1.0,Кхал Дрого
ic_slash,R,Маркус Флинт,1.0,Рон Уизли
ic_het,PG-13,Джим,1.0,Лили
ic_slash,PG-13,БЗ,1.0,ГП
ic_slash,NC-17,Питер Петтигрю,1.0,Ремус Люпин
ic_slash,NC-21,???,1.0,ГП
ic_het,G,Гермиона Грейнджер,1.0,Лорд Волан-де-Морт
ic_het,G,Джеймс Джили,1.0,Лили
ic_gen,PG-13,Главня героиня,1.0,Драко или Гарри
ic_slash,R,Аберфорт Дамблдор,1.0,Геллерт Гриндевальд
ic_gen,PG-13,Чарли Уизли,1.0,призрак!Харви Риджбит
ic_mixed,PG-13,Беллатриса Лестрейндж,1.0,Люциус Малфой
ic_het,PG-13,Том Марволо Реддл,1.0,Элисон Райтер
ic_mixed,NC-21,Драко Малфой,1.0,ОМП
ic_het,NC-17,Cириус Блэк,1.0,Беллатрикс Лестрейндж
ic_het,R,Гарри Поттер,2.0,Таня Гроттер
ic_slash,R,Драко Малфой,1.0,персик
ic_het,PG-13,БЛ,2.0,РЛ
ic_het,G,Лили Поттер,1.0,Фрэнк Лонгботтом
ic_het,R,Драко Малфой,2.0,Хоуп Майклсон
ic_het,R,Беллатриса Лестрейндж,2.0,Кол Майклсон
ic_het,R,Драко Малфой,1.0,Кэтрин Пирс
ic_het,R,Гермиона Грейнджер,2.0,Кол Майклсон
ic_het,R,Джинни Уизли,1.0,Питер Пэн
ic_het,R,Кэтрин Пирс,2.0,Люциус Малфой
ic_het,R,Беллатриса Лестрейндж,2.0,Никлаус Майклсон
ic_het,R,Давина Клэр,1.0,Питер Пэн
ic_het,R,Аврора де Мартель,1.0,Рабастан Лестрейндж
ic_het,R,Геллерт Гриндельвальд,1.0,Кэтрин Пирс
ic_femslash,NC-17,Гермиона Грейнджер,1.0,Луна Лавгуд
ic_het,G,Теодор Нотт,1.0,Флора Кэрроу
ic_gen,R,Гемиона,1.0,Рон Уизли
ic_mixed,NC-17,....,1.0,ГП
ic_het,PG-13,Геллерт Гриндельвальд,1.0,Гермиона Грейнджер
ic_het,PG-13,Геллерт Гриндевальд,1.0,Гермиона Грейнджер
ic_slash,R,Салазар Слизерин,1.0,Том Реддл и по ходу написания
ic_other,R,Гарри Поттер,1.0,Гермиона Грейнджер
ic_other,R,Гермиона Грейнджер,1.0,Северус Снейп
ic_gen,PG-13,Беллатрикс,1.0,Северус
ic_gen,PG-13,Андромеда Тонкс,1.0,Тэд Тонкс
ic_gen,PG-13,ОЖП,3.0,Чарли Уизли
ic_slash,NC-17,Римус Люпин,4.0,Сириус Блэк
ic_mixed,PG-13,Северус Снейп,1.0,все симпатичные и не очень
ic_het,PG-13,Лили Луна Поттер,2.0,ОМП
ic_slash,NC-17,Дэниел Редклифф,4.0,Том Фелтон
ic_het,PG-13,Полумна Лавгуд,1.0,Скорпиус Гиперион Малфой
ic_het,R,Миранда Брэйн,1.0,Том Реддл
ic_het,NC-17,Драко Малфой,1.0,Наташа
ic_het,PG-13,Миртл Уоррен,2.0,Том Марволо Реддл
ic_het,PG-13,Алёна(ОЖП)!Миртл Уоррен,1.0,Том Марволо Реддл
ic_slash,NC-17,Джинни Уизли,1.0,Орион Блэк
ic_slash,NC-17,Аврора Блэк,1.0,Гермиона Грейнджер
ic_slash,NC-17,Блейз Забини,6.0,Теодор Нотт
ic_slash,NC-17,Лаванда Браун,3.0,Рон Уизли
ic_slash,PG-13,Себастиан Смайт,1.0,Хантер Кларингтон
ic_het,PG-13,Северус Снейп,1.0,Эмилина Вэнс
ic_het,R,Арья,1.0,Эрагон
ic_het,R,Сапфира,1.0,Фирнен
ic_gen,PG-13,Гермиона Грейнджер,2.0,Сириус Блэк III
ic_slash,NC-17, Рон Уизли,1.0,Гарри Поттер 
ic_gen,G,Айбарша Сакиева,1.0,Мстислав Фамин
ic_gen,G,Андрей Болконский,1.0,Гермиона Грейнджер
ic_het,R,?,1.0,ОЖП2
ic_mixed,PG-13,???,1.0,Генриетта Поттер
ic_slash,NC-17, Гарри Поттер,4.0,Драко Малфой 
ic_het,NC-17, Анна Блуфорд,1.0,Драко Малфой
ic_het,G,???,2.0,Гарри Поттер
ic_het,PG-13,Артём,1.0,Виктория.
ic_slash,NC-17,Альбус Дамблдор,1.0,Том Риддл
ic_het,NC-21,Кэтрин Ожешко,1.0,Ланнет Милори
ic_het,NC-21,Зибор Ковальски,1.0,Линда Возняк
ic_femslash,R,Джинни,1.0,НЖП
ic_femslash,PG-13,Джинни Уизли + Драко Малфой,1.0,Панси Паркинсон
ic_gen,PG-13,Вассссилиск,1.0,Нагайна
ic_het,PG-13,Максим Лэстер,1.0,Ника Рейн
ic_het,PG-13,Алиса Стоун,1.0,Фрэнк Лонгботтом
ic_het,PG-13,Гермиона Грейнджер,5.0,Шерлок Холмс
ic_gen,G,Годрик Гриффиндор,1.0,ОЖП
ic_het,NC-17, Гермиона,1.0,Драко Малфой
ic_slash,G,Люциус Малфой,1.0,Фенрир Сивый
ic_slash,NC-17,альфа!Сириус Блэк III,1.0,омега!Люциус Малфой
ic_slash,NC-17,альфа!Сириус Блэк,1.0,омега!Люциус Малфой
ic_het,R,Беллатриса Лестрейндж,2.0,Люциус Малфой
ic_gen,PG-13,Вирджиния Поттс,3.0,Тони Старк
ic_het,PG-13,Луна,1.0,Малфой
ic_het,R,Гг,1.0,Джордж Уизли
ic_het,R,Андромеда Тонкс,1.0,Родольфус Лестрейндж
ic_femslash,R,Джинни Уизли,4.0,Луна Лавгуд
ic_het,R,?,1.0,НЖП
ic_het,PG-13,Беллатриса,2.0,Волан-де-Морт
ic_mixed,PG-13,Криденс Бэрбоун,1.0,ОЖП
ic_mixed,PG-13,Невилл Долгопупс,1.0,ОЖП
ic_mixed,PG-13,ОЖП,2.0,Фред Уизли
ic_mixed,PG-13,ОЖП,1.0,Ремус Люпин
ic_mixed,PG-13,ОЖП,2.0,Сириус Блэк
ic_mixed,PG-13,Джеймс Сириус Поттер,1.0,ОЖП
ic_mixed,PG-13,Джеймс Поттер,1.0,ОЖП
ic_mixed,PG-13,Ньют Скамандер,1.0,ОЖП
ic_gen,PG-13,ОМП дракончик Пончик,1.0,Хвосторога
ic_gen,G,fem!Гарри Поттер,3.0,Том Марволо Реддл
ic_gen,PG-13,Гермиона Грейнджер,1.0,второстепенный персонаж
ic_het,NC-17,Ожп,1.0,Том Реддл
ic_gen,PG-13,НЖП,1.0,Скорпиус Малфой
ic_het,PG-13,ММ,2.0,СС
ic_het,R,Ровена Рейвенкло,3.0,Салазар Слизерин
ic_het,R,Джинни Уизли,1.0,Невилл Лонгботтом
ic_mixed,PG-13,Бельфегор,1.0,Вайпер
ic_mixed,PG-13,Занзас,1.0,Скуало Суперби
ic_mixed,PG-13,Леви-А-Тан,1.0,Луссурия
ic_het,PG-13,Гермиона Грейджен,1.0,Драко Малфой
ic_slash,R,Гарри Поттер,1.0,Драко Малфой. Канонные персонажи
ic_het,PG-13,Августус Руквуд,1.0,ОЖП
ic_het,PG-13,Джинни Уизли,1.0,Люциус Малфой
ic_slash,R,Гарри Поттер,1.0,Орион Блэк
ic_gen,G,Бен Коппер,1.0,ОЖП
ic_het,PG-13,Астория Гринграсс,2.0,Блейз Забини
ic_het,PG-13,Теодор Нотт,1.0,Трейси Дэвис
ic_gen,G,Блейз Забини,2.0,Гермиона Грейнджер
ic_gen,R,Драко Малфой,1.0,Пэнси Паркинсон
ic_het,PG-13,,1.0,Гермиона Грейнджер 
ic_het,PG-13,Кэти Белл,1.0,Рон Уизли
ic_slash,NC-21,ДМ,1.0,Эрик
ic_slash,NC-17,Джеймс,1.0,Северус\Сириус
ic_slash,PG-13,\Оливер Вуд,1.0,Перси Уизли
ic_gen,R,Джеймс,3.0,Лили
ic_slash,NC-17,Дракон :),1.0,Феникс
ic_femslash,NC-21,Лили Поттер,1.0,Мария Хилл
ic_het,PG-13,Гарри Поттер,1.0,намёком!Гермиона Грейнджер
ic_other,R,Драко Малфой,1.0,Рон Уизли
ic_het,PG-13,fem!Гарри Поттер,2.0,Аргус Филч
ic_het,NC-17,Антонин Долохов,3.0,Гермиона Грейнджер
ic_gen,PG-13,Лили Поттер,1.0,Люциус Малфой
ic_het,R,Гермиона Грейнджер,1.0,Рабастан
ic_slash,R,Годрик Гриффиндор,1.0,Салазар Слизерин и наоборот
ic_het,NC-17,Блэр Корнелия,1.0,Чарльз Бартоломью Басс
ic_slash,R,Артур Уизли односторонний,1.0,Люциус Малфой
